Date,Top Performers,Bottom Performers
2016-03,"INCY, TTWO, ESS, ATO, CMS, MAA, ROL, HOLX, SNA, POOL","TER, BAX, JBHT, PPG, ROK, AFL, DOV, NUE, EMN, CMI"
2016-04,"INCY, TTWO, ESS, ATO, CMS, MAA, ROL, HOLX, SNA, POOL","TER, BAX, JBHT, PPG, ROK, AFL, DOV, NUE, EMN, CMI"
2016-05,"INCY, TTWO, ESS, ATO, CMS, MAA, ROL, HOLX, SNA, POOL","TER, BAX, JBHT, PPG, ROK, AFL, DOV, NUE, EMN, CMI"
2016-06,"INCY, TTWO, ESS, ATO, CMS, MAA, ROL, HOLX, SNA, POOL","TER, BAX, JBHT, PPG, ROK, AFL, DOV, NUE, EMN, CMI"
2016-07,"INCY, TTWO, ESS, ATO, CMS, MAA, ROL, HOLX, SNA, POOL","TER, BAX, JBHT, PPG, ROK, AFL, DOV, NUE, EMN, CMI"
2016-08,"INCY, TTWO, ESS, ATO, CMS, MAA, ROL, HOLX, SNA, POOL","TER, BAX, JBHT, PPG, ROK, AFL, DOV, NUE, EMN, CMI"
2016-09,"INCY, TTWO, ESS, ATO, CMS, MAA, ROL, HOLX, SNA, POOL","TER, BAX, JBHT, PPG, ROK, AFL, DOV, NUE, EMN, CMI"
2016-10,"INCY, TTWO, ESS, ATO, CMS, MAA, ROL, HOLX, SNA, POOL","TER, BAX, JBHT, PPG, ROK, AFL, DOV, NUE, EMN, CMI"
2016-11,"INCY, TTWO, ESS, ATO, CMS, MAA, ROL, HOLX, SNA, POOL","TER, BAX, JBHT, PPG, ROK, AFL, DOV, NUE, EMN, CMI"
2016-12,"INCY, TTWO, ESS, ATO, CMS, MAA, ROL, HOLX, SNA, POOL","TER, BAX, JBHT, PPG, ROK, AFL, DOV, NUE, EMN, CMI"
2017-01,"TTWO, INCY, ATO, CMS, ROL, EIX, MAA, VMC, DTE, ESS","ADM, ROK, LNC, AFL, NUE, STT, CMI, DOV, EMN, PPG"
2017-02,"TTWO, INCY, ATO, CMS, ROL, EIX, MAA, VMC, DTE, ESS","ADM, ROK, LNC, AFL, NUE, STT, CMI, DOV, EMN, PPG"
2017-03,"TTWO, INCY, ATO, CMS, ROL, EIX, MAA, VMC, DTE, ESS","ADM, ROK, LNC, AFL, NUE, STT, CMI, DOV, EMN, PPG"
2017-04,"TTWO, INCY, ATO, CMS, ROL, EIX, MAA, VMC, DTE, ESS","ADM, ROK, LNC, AFL, NUE, STT, CMI, DOV, EMN, PPG"
2017-05,"TTWO, INCY, ATO, CMS, ROL, EIX, MAA, VMC, DTE, ESS","ADM, ROK, LNC, AFL, NUE, STT, CMI, DOV, EMN, PPG"
2017-06,"TTWO, INCY, ATO, CMS, ROL, EIX, MAA, VMC, DTE, ESS","ADM, ROK, LNC, AFL, NUE, STT, CMI, DOV, EMN, PPG"
2017-07,"TTWO, INCY, ATO, CMS, ROL, EIX, MAA, VMC, DTE, ESS","ADM, ROK, LNC, AFL, NUE, STT, CMI, DOV, EMN, PPG"
2017-08,"TTWO, INCY, ATO, CMS, ROL, EIX, MAA, VMC, DTE, ESS","ADM, ROK, LNC, AFL, NUE, STT, CMI, DOV, EMN, PPG"
2017-09,"TTWO, INCY, ATO, CMS, ROL, EIX, MAA, VMC, DTE, ESS","ADM, ROK, LNC, AFL, NUE, STT, CMI, DOV, EMN, PPG"
2017-10,"TTWO, INCY, ATO, CMS, ROL, EIX, MAA, VMC, DTE, ESS","ADM, ROK, LNC, AFL, NUE, STT, CMI, DOV, EMN, PPG"
2017-11,"TTWO, INCY, ATO, CMS, ROL, EIX, MAA, VMC, DTE, ESS","ADM, ROK, LNC, AFL, NUE, STT, CMI, DOV, EMN, PPG"
2017-12,"TTWO, INCY, ATO, CMS, ROL, EIX, MAA, VMC, DTE, ESS","ADM, ROK, LNC, AFL, NUE, STT, CMI, DOV, EMN, PPG"
2018-01,"TTWO, ROL, ATO, AVY, CMS, ED, TER, POOL, DHI, VMC","HBAN, APD, EMN, BXP, STT, NUE, LNC, RHI, PPG, ADM"
2018-02,"TTWO, ROL, ATO, AVY, CMS, ED, TER, POOL, DHI, VMC","HBAN, APD, EMN, BXP, STT, NUE, LNC, RHI, PPG, ADM"
2018-03,"TTWO, ROL, ATO, AVY, CMS, ED, TER, POOL, DHI, VMC","HBAN, APD, EMN, BXP, STT, NUE, LNC, RHI, PPG, ADM"
2018-04,"TTWO, ROL, ATO, AVY, CMS, ED, TER, POOL, DHI, VMC","HBAN, APD, EMN, BXP, STT, NUE, LNC, RHI, PPG, ADM"
2018-05,"TTWO, ROL, ATO, AVY, CMS, ED, TER, POOL, DHI, VMC","HBAN, APD, EMN, BXP, STT, NUE, LNC, RHI, PPG, ADM"
2018-06,"TTWO, ROL, ATO, AVY, CMS, ED, TER, POOL, DHI, VMC","HBAN, APD, EMN, BXP, STT, NUE, LNC, RHI, PPG, ADM"
2018-07,"TTWO, ROL, ATO, AVY, CMS, ED, TER, POOL, DHI, VMC","HBAN, APD, EMN, BXP, STT, NUE, LNC, RHI, PPG, ADM"
2018-08,"TTWO, ROL, ATO, AVY, CMS, ED, TER, POOL, DHI, VMC","HBAN, APD, EMN, BXP, STT, NUE, LNC, RHI, PPG, ADM"
2018-09,"TTWO, ROL, ATO, AVY, CMS, ED, TER, POOL, DHI, VMC","HBAN, APD, EMN, BXP, STT, NUE, LNC, RHI, PPG, ADM"
2018-10,"TTWO, ROL, ATO, AVY, CMS, ED, TER, POOL, DHI, VMC","HBAN, APD, EMN, BXP, STT, NUE, LNC, RHI, PPG, ADM"
2018-11,"TTWO, ROL, ATO, AVY, CMS, ED, TER, POOL, DHI, VMC","HBAN, APD, EMN, BXP, STT, NUE, LNC, RHI, PPG, ADM"
2018-12,"TTWO, ROL, ATO, AVY, CMS, ED, TER, POOL, DHI, VMC","HBAN, APD, EMN, BXP, STT, NUE, LNC, RHI, PPG, ADM"
2019-01,"TTWO, ROL, CHD, AEE, ATO, COO, POOL, CMS, DTE, PNW","DHI, HBAN, SJM, FRT, BXP, LNC, STT, SNA, INCY, MHK"
2019-02,"TTWO, ROL, CHD, AEE, ATO, COO, POOL, CMS, DTE, PNW","DHI, HBAN, SJM, FRT, BXP, LNC, STT, SNA, INCY, MHK"
2019-03,"TTWO, ROL, CHD, AEE, ATO, COO, POOL, CMS, DTE, PNW","DHI, HBAN, SJM, FRT, BXP, LNC, STT, SNA, INCY, MHK"
2019-04,"TTWO, ROL, CHD, AEE, ATO, COO, POOL, CMS, DTE, PNW","DHI, HBAN, SJM, FRT, BXP, LNC, STT, SNA, INCY, MHK"
2019-05,"TTWO, ROL, CHD, AEE, ATO, COO, POOL, CMS, DTE, PNW","DHI, HBAN, SJM, FRT, BXP, LNC, STT, SNA, INCY, MHK"
2019-06,"TTWO, ROL, CHD, AEE, ATO, COO, POOL, CMS, DTE, PNW","DHI, HBAN, SJM, FRT, BXP, LNC, STT, SNA, INCY, MHK"
2019-07,"TTWO, ROL, CHD, AEE, ATO, COO, POOL, CMS, DTE, PNW","DHI, HBAN, SJM, FRT, BXP, LNC, STT, SNA, INCY, MHK"
2019-08,"TTWO, ROL, CHD, AEE, ATO, COO, POOL, CMS, DTE, PNW","DHI, HBAN, SJM, FRT, BXP, LNC, STT, SNA, INCY, MHK"
2019-09,"TTWO, ROL, CHD, AEE, ATO, COO, POOL, CMS, DTE, PNW","DHI, HBAN, SJM, FRT, BXP, LNC, STT, SNA, INCY, MHK"
2019-10,"TTWO, ROL, CHD, AEE, ATO, COO, POOL, CMS, DTE, PNW","DHI, HBAN, SJM, FRT, BXP, LNC, STT, SNA, INCY, MHK"
2019-11,"TTWO, ROL, CHD, AEE, ATO, COO, POOL, CMS, DTE, PNW","DHI, HBAN, SJM, FRT, BXP, LNC, STT, SNA, INCY, MHK"
2019-12,"TTWO, ROL, CHD, AEE, ATO, COO, POOL, CMS, DTE, PNW","DHI, HBAN, SJM, FRT, BXP, LNC, STT, SNA, INCY, MHK"
2020-01,"TTWO, TER, CHD, FE, POOL, CMS, BRO, AEE, ATO, DHI","SJM, HBAN, INCY, EMN, SNA, STT, AOS, NUE, LNC, MHK"
2020-02,"TTWO, TER, CHD, FE, POOL, CMS, BRO, AEE, ATO, DHI","SJM, HBAN, INCY, EMN, SNA, STT, AOS, NUE, LNC, MHK"
2020-03,"TTWO, TER, CHD, FE, POOL, CMS, BRO, AEE, ATO, DHI","SJM, HBAN, INCY, EMN, SNA, STT, AOS, NUE, LNC, MHK"
